[WF] ALGO=gwo WINDOW=Y3 RUN=22 at Thu Jun  4 02:29:34 AM +03 2026
[2026-06-04 02:29:38] [WF] [INFO] Tek kosu: gwo/Y3/run_022, seed=42022
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] [WALK-FORWARD] Veri penceresi: [16104:24864] (8760 saat)
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] OPTIMIZER: GWO
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] DB: walk_forward_runs/gwo_Y3/run_022/gwo_running.db
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] Seed: 42022
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] Mode: joint
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] Pop: 40, MaxIter: 50
[2026-06-04 02:30:49] [OPT.GWO] [INFO] Yeni GWO çalışması başlatıldı | Seed: 42022 | Pop: 40 | MaxIter: 50
[2026-06-04 02:30:49] [OPT.GWO] [INFO] ============================================================
[2026-06-04 02:30:49] [OPT.GWO] [INFO] GWO OPTIMIZASYONU
[2026-06-04 02:30:49] [OPT.GWO] [INFO] ============================================================
[2026-06-04 02:30:49] [OPT.GWO] [INFO] Pop: 40 | MaxIter: 50 | Workers: 35 | Seed: 42022 | Mode: joint
[2026-06-04 02:30:49] [OPT.GWO] [INFO] Algo params: {'a_start': 2.0, 'a_end': 0.0}
[2026-06-04 02:30:49] [OPT.GWO] [INFO] 
[INIT] Popülasyon değerlendiriliyor...
[2026-06-04 02:31:00] [INFO]  i:T-0 | ind 0 (I) | wavelet=coif5 | level=7 | mode=symmetric | look_back=46 | hidden=187 | layers=4 | dropout=0.390 | lr=0.00380 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:12] [INFO]  i:T-25 | ind 4 (W) | wavelet=coif5 | level=5 | mode=symmetric | look_back=41 | hidden=99 | layers=2 | dropout=0.045 | lr=0.00350 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:12] [INFO]  i:T-25 | ind 5 (W) | wavelet=sym8 | level=4 | mode=symmetric | look_back=37 | hidden=148 | layers=2 | dropout=0.043 | lr=0.00827 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:12] [INFO]  i:T-25 | ind 6 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=47 | hidden=144 | layers=2 | dropout=0.037 | lr=0.00318 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:12] [INFO]  i:T-25 | ind 7 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=34 | hidden=170 | layers=3 | dropout=0.056 | lr=0.00262 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 8 (W) | wavelet=coif4 | level=5 | mode=symmetric | look_back=36 | hidden=130 | layers=2 | dropout=0.036 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 9 (W) | wavelet=db6 | level=6 | mode=symmetric | look_back=34 | hidden=151 | layers=2 | dropout=0.048 | lr=0.00282 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 10 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=43 | hidden=144 | layers=3 | dropout=0.047 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 11 (W) | wavelet=coif5 | level=6 | mode=symmetric | look_back=35 | hidden=106 | layers=3 | dropout=0.032 | lr=0.00600 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 12 (W) | wavelet=sym5 | level=6 | mode=symmetric | look_back=45 | hidden=103 | layers=3 | dropout=0.054 | lr=0.00464 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 13 (W) | wavelet=coif5 | level=5 | mode=symmetric | look_back=45 | hidden=165 | layers=3 | dropout=0.039 | lr=0.00921 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 14 (W) | wavelet=sym7 | level=4 | mode=symmetric | look_back=39 | hidden=124 | layers=3 | dropout=0.035 | lr=0.00265 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 15 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=43 | hidden=148 | layers=3 | dropout=0.048 | lr=0.00294 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 16 (W) | wavelet=coif3 | level=6 | mode=symmetric | look_back=41 | hidden=125 | layers=3 | dropout=0.045 | lr=0.00549 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 17 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=52 | hidden=116 | layers=2 | dropout=0.045 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 18 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=45 | hidden=132 | layers=4 | dropout=0.035 | lr=0.00140 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 19 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=40 | hidden=155 | layers=2 | dropout=0.060 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 20 (W) | wavelet=sym8 | level=6 | mode=symmetric | look_back=36 | hidden=179 | layers=2 | dropout=0.036 | lr=0.00297 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 21 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=44 | hidden=133 | layers=3 | dropout=0.054 | lr=0.00151 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 22 (W) | wavelet=coif4 | level=6 | mode=symmetric | look_back=31 | hidden=118 | layers=2 | dropout=0.040 | lr=0.00167 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 23 (W) | wavelet=coif5 | level=5 | mode=symmetric | look_back=42 | hidden=158 | layers=3 | dropout=0.045 | lr=0.00604 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 24 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=47 | hidden=148 | layers=3 | dropout=0.038 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 25 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=41 | hidden=185 | layers=3 | dropout=0.057 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 26 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=42 | hidden=139 | layers=2 | dropout=0.043 | lr=0.00315 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 27 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=39 | hidden=140 | layers=3 | dropout=0.047 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 28 (W) | wavelet=coif4 | level=5 | mode=symmetric | look_back=58 | hidden=150 | layers=3 | dropout=0.040 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 29 (W) | wavelet=sym6 | level=4 | mode=symmetric | look_back=44 | hidden=139 | layers=2 | dropout=0.049 | lr=0.00188 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 30 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=39 | hidden=104 | layers=3 | dropout=0.044 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 31 (W) | wavelet=sym5 | level=5 | mode=symmetric | look_back=40 | hidden=161 | layers=3 | dropout=0.039 | lr=0.00301 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 32 (W) | wavelet=sym7 | level=4 | mode=symmetric | look_back=41 | hidden=144 | layers=2 | dropout=0.051 | lr=0.00290 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 33 (W) | wavelet=sym5 | level=6 | mode=symmetric | look_back=42 | hidden=124 | layers=3 | dropout=0.044 | lr=0.00877 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:35:13] [INFO]  i:T-25 | ind 34 (W) | wavelet=sym5 | level=5 | mode=symmetric | look_back=40 | hidden=118 | layers=3 | dropout=0.048 | lr=0.00239 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:37:57] [INFO]  i:T-25 | ind 35 (W) | wavelet=coif4 | level=5 | mode=symmetric | look_back=38 | hidden=128 | layers=3 | dropout=0.050 | lr=0.00267 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:38:03] [INFO]  i:T-25 | ind 36 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=37 | hidden=160 | layers=4 | dropout=0.040 | lr=0.00318 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:38:19] [INFO]  i:T-25 | ind 37 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=41 | hidden=177 | layers=3 | dropout=0.031 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:38:36] [INFO]  i:T-25 | ind 38 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=44 | hidden=161 | layers=3 | dropout=0.039 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:38:39] [INFO]  i:T-25 | ind 39 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=45 | hidden=149 | layers=3 | dropout=0.052 | lr=0.00121 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:19] [OPT.GWO] [INFO] 
[ITER 26] α=0.047133 β=0.049455 δ=0.050465 | a=0.980 | Duration: 791.9s
[2026-06-04 22:48:19] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 22:48:19] [OPT.GWO] [INFO] GWO ITERATION 27/50
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 0 (W) | wavelet=sym7 | level=7 | mode=symmetric | look_back=47 | hidden=151 | layers=2 | dropout=0.056 | lr=0.00510 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 1 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=46 | hidden=110 | layers=2 | dropout=0.047 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 2 (W) | wavelet=coif4 | level=5 | mode=symmetric | look_back=52 | hidden=128 | layers=2 | dropout=0.035 | lr=0.00392 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 3 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=48 | hidden=137 | layers=2 | dropout=0.055 | lr=0.00617 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 4 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=47 | hidden=149 | layers=2 | dropout=0.042 | lr=0.00459 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 5 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=59 | hidden=128 | layers=3 | dropout=0.044 | lr=0.00951 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 6 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=53 | hidden=134 | layers=2 | dropout=0.040 | lr=0.00380 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 7 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=45 | hidden=125 | layers=3 | dropout=0.030 | lr=0.00517 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 8 (W) | wavelet=sym5 | level=5 | mode=symmetric | look_back=43 | hidden=143 | layers=2 | dropout=0.053 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 9 (W) | wavelet=db8 | level=6 | mode=symmetric | look_back=36 | hidden=125 | layers=3 | dropout=0.053 | lr=0.00443 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 10 (W) | wavelet=sym7 | level=4 | mode=symmetric | look_back=47 | hidden=186 | layers=3 | dropout=0.047 | lr=0.00514 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 11 (W) | wavelet=sym8 | level=4 | mode=symmetric | look_back=43 | hidden=141 | layers=3 | dropout=0.029 | lr=0.00871 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 12 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=37 | hidden=200 | layers=2 | dropout=0.036 | lr=0.00288 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 13 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=41 | hidden=166 | layers=3 | dropout=0.047 | lr=0.00635 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 14 (W) | wavelet=coif3 | level=6 | mode=symmetric | look_back=47 | hidden=149 | layers=3 | dropout=0.043 | lr=0.00404 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 15 (W) | wavelet=sym8 | level=4 | mode=symmetric | look_back=44 | hidden=201 | layers=2 | dropout=0.044 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 16 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=37 | hidden=170 | layers=3 | dropout=0.045 | lr=0.00827 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 17 (W) | wavelet=sym5 | level=5 | mode=symmetric | look_back=52 | hidden=116 | layers=3 | dropout=0.049 | lr=0.00344 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 18 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=36 | hidden=134 | layers=1 | dropout=0.040 | lr=0.00134 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 19 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=40 | hidden=155 | layers=3 | dropout=0.025 | lr=0.00555 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 20 (W) | wavelet=db8 | level=5 | mode=symmetric | look_back=33 | hidden=136 | layers=3 | dropout=0.047 | lr=0.00546 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 21 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=32 | hidden=138 | layers=3 | dropout=0.058 | lr=0.00474 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 22 (W) | wavelet=coif3 | level=4 | mode=symmetric | look_back=40 | hidden=153 | layers=3 | dropout=0.037 | lr=0.00445 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 23 (W) | wavelet=db8 | level=5 | mode=symmetric | look_back=32 | hidden=138 | layers=3 | dropout=0.043 | lr=0.00208 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 24 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=54 | hidden=115 | layers=2 | dropout=0.034 | lr=0.00175 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 25 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=52 | hidden=104 | layers=3 | dropout=0.040 | lr=0.00555 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 26 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=36 | hidden=121 | layers=3 | dropout=0.043 | lr=0.00330 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 27 (W) | wavelet=db7 | level=6 | mode=symmetric | look_back=42 | hidden=135 | layers=2 | dropout=0.037 | lr=0.00505 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:24] [INFO]  i:T-26 | ind 28 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=39 | hidden=130 | layers=2 | dropout=0.036 | lr=0.00298 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:25] [INFO]  i:T-26 | ind 29 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=35 | hidden=142 | layers=3 | dropout=0.056 | lr=0.00542 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:25] [INFO]  i:T-26 | ind 30 (W) | wavelet=sym8 | level=7 | mode=symmetric | look_back=44 | hidden=181 | layers=2 | dropout=0.033 | lr=0.00472 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:25] [INFO]  i:T-26 | ind 31 (W) | wavelet=sym7 | level=4 | mode=symmetric | look_back=39 | hidden=174 | layers=3 | dropout=0.042 | lr=0.00153 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:25] [INFO]  i:T-26 | ind 32 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=41 | hidden=135 | layers=3 | dropout=0.046 | lr=0.00238 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:25] [INFO]  i:T-26 | ind 33 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=37 | hidden=145 | layers=3 | dropout=0.051 | lr=0.00691 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:48:25] [INFO]  i:T-26 | ind 34 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=36 | hidden=137 | layers=2 | dropout=0.047 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 22:50:10] [INFO]  i:T-26 | ind 35 (W) | wavelet=sym8 | level=6 | mode=symmetric | look_back=37 | hidden=142 | layers=3 | dropout=0.043 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:51:12] [INFO]  i:T-26 | ind 36 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=47 | hidden=142 | layers=3 | dropout=0.048 | lr=0.00356 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:51:44] [INFO]  i:T-26 | ind 37 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=37 | hidden=143 | layers=3 | dropout=0.023 | lr=0.00765 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:52:14] [INFO]  i:T-26 | ind 38 (W) | wavelet=db8 | level=5 | mode=symmetric | look_back=33 | hidden=108 | layers=2 | dropout=0.043 | lr=0.00474 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 22:52:26] [INFO]  i:T-26 | ind 39 (W) | wavelet=sym5 | level=5 | mode=symmetric | look_back=51 | hidden=142 | layers=4 | dropout=0.054 | lr=0.00668 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:12] [OPT.GWO] [INFO] 
[ITER 27] α=0.047133 β=0.049455 δ=0.050465 | a=0.939 | Duration: 892.9s
[2026-06-04 23:03:12] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 23:03:12] [OPT.GWO] [INFO] GWO ITERATION 28/50
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 0 (W) | wavelet=sym6 | level=4 | mode=symmetric | look_back=38 | hidden=130 | layers=3 | dropout=0.037 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 1 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=40 | hidden=151 | layers=3 | dropout=0.040 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 2 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=36 | hidden=113 | layers=3 | dropout=0.045 | lr=0.00251 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 3 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=43 | hidden=176 | layers=2 | dropout=0.061 | lr=0.00324 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 4 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=40 | hidden=149 | layers=3 | dropout=0.047 | lr=0.00390 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 5 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=34 | hidden=142 | layers=3 | dropout=0.045 | lr=0.00940 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 6 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=41 | hidden=108 | layers=3 | dropout=0.053 | lr=0.00901 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 7 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=44 | hidden=126 | layers=3 | dropout=0.048 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 8 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=45 | hidden=126 | layers=3 | dropout=0.034 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 9 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=40 | hidden=140 | layers=2 | dropout=0.032 | lr=0.00310 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 10 (W) | wavelet=db8 | level=5 | mode=symmetric | look_back=40 | hidden=119 | layers=3 | dropout=0.033 | lr=0.00276 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 11 (W) | wavelet=coif4 | level=6 | mode=symmetric | look_back=40 | hidden=120 | layers=3 | dropout=0.033 | lr=0.00904 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 12 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=46 | hidden=150 | layers=3 | dropout=0.053 | lr=0.00858 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 13 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=54 | hidden=90 | layers=3 | dropout=0.040 | lr=0.00672 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 14 (W) | wavelet=coif3 | level=6 | mode=symmetric | look_back=36 | hidden=141 | layers=3 | dropout=0.042 | lr=0.00330 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 15 (W) | wavelet=sym5 | level=5 | mode=symmetric | look_back=47 | hidden=144 | layers=2 | dropout=0.052 | lr=0.00218 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 16 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=49 | hidden=131 | layers=3 | dropout=0.054 | lr=0.00929 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 17 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=44 | hidden=125 | layers=3 | dropout=0.043 | lr=0.00242 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 18 (W) | wavelet=sym8 | level=6 | mode=symmetric | look_back=31 | hidden=139 | layers=4 | dropout=0.047 | lr=0.00189 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 19 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=36 | hidden=125 | layers=2 | dropout=0.053 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 20 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=46 | hidden=173 | layers=3 | dropout=0.051 | lr=0.00724 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 21 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=45 | hidden=144 | layers=3 | dropout=0.041 | lr=0.00239 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 22 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=43 | hidden=154 | layers=2 | dropout=0.044 | lr=0.00205 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 23 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=48 | hidden=125 | layers=3 | dropout=0.041 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 24 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=38 | hidden=161 | layers=3 | dropout=0.038 | lr=0.00164 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 25 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=39 | hidden=143 | layers=3 | dropout=0.053 | lr=0.00424 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 26 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=41 | hidden=125 | layers=2 | dropout=0.042 | lr=0.00682 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 27 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=39 | hidden=117 | layers=3 | dropout=0.044 | lr=0.00391 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:17] [INFO]  i:T-27 | ind 28 (W) | wavelet=sym5 | level=5 | mode=symmetric | look_back=35 | hidden=150 | layers=4 | dropout=0.050 | lr=0.00537 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:18] [INFO]  i:T-27 | ind 29 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=43 | hidden=155 | layers=2 | dropout=0.039 | lr=0.00475 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 23:03:18] [INFO]  i:T-27 | ind 30 (W) | wavelet=sym8 | level=4 | mode=symmetric | look_back=40 | hidden=157 | layers=3 | dropout=0.046 | lr=0.00816 | batch=32 | ablation[dwt=True, bi=True]
